property_id,transit_id,neighborhood_id,security_id,utility_id,feature_id,construction_id,address,zipcode,state,city,year_built,square_feet,property_type,bedroom_number,bathroom_number,description
586,490,657,586,586,489,489,560 James Turnpike Suite 233,6003,NJ,Hartford,1998,1956,Townhouse,4,1,"This charming 4-bedroom townhouse offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy doorman, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
587,700,62,587,587,520,520,4765 Patricia Causeway Apt. 410,8287,NY,Newark,1937,3480,Single Family Home,4,2,"This charming 4-bedroom single family home offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy fireplace, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
588,552,837,588,588,618,618,55427 Clarke Pine Suite 686,7322,NY,Jersey City,1969,947,Single Family Home,1,2,"This charming 1-bedroom single family home offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy parking, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
589,665,198,589,589,56,56,6091 Dickson Springs Suite 201,8608,NJ,Newark,1968,3444,Single Family Home,1,3,"This charming 1-bedroom single family home offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy patio, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
590,909,473,590,590,482,482,28540 Ortiz Rapids Apt. 093,11932,CT,Buffalo,1986,1481,Single Family Home,2,1,"This charming 2-bedroom single family home offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy doorman, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
591,522,685,591,591,694,694,8914 Andrew Isle Suite 709,8289,NY,Paterson,1990,2311,Condo,3,2,"This charming 3-bedroom condo offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy doorman, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
592,497,311,592,592,384,384,69598 Long Crescent Apt. 933,8076,CT,Trenton,1940,875,Townhouse,1,3,"This luxurious 1-bedroom townhouse offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy parking, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
593,354,929,593,593,162,162,09320 Sutton Expressway Apt. 664,10011,NY,Albany,1900,3457,Condo,4,1,"This luxurious 4-bedroom condo offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy patio, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
594,256,623,594,594,252,252,413 Morales Plains Apt. 949,7375,NY,Paterson,2012,2076,Apartment,3,3,"This luxurious 3-bedroom apartment offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy patio, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
595,434,717,595,595,291,291,463 Cannon Camp Suite 434,11701,CT,Syracuse,1995,1737,Single Family Home,4,1,"This charming 4-bedroom single family home offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy parking, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
596,354,440,596,596,394,394,169 Lauren Mill Suite 940,8559,NY,Jersey City,1959,2252,Condo,1,3,"This luxurious 1-bedroom condo offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy patio, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
597,563,450,597,597,991,991,0638 Odom Unions,11359,NJ,Buffalo,1939,2790,Single Family Home,3,1,"This charming 3-bedroom single family home offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy gym, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
598,729,752,598,598,913,913,5978 Turner Parkway Suite 691,6067,CT,Bridgeport,1976,2151,Townhouse,4,1,"This charming 4-bedroom townhouse offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy parking, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
599,400,269,599,599,727,727,934 Cox Crossing,7582,NJ,Newark,2006,3001,Apartment,3,2,"This charming 3-bedroom apartment offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy pool, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
600,239,410,600,600,601,601,3721 Grace Island Apt. 618,10495,NJ,Syracuse,1929,1788,Condo,5,3,"This charming 5-bedroom condo offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy doorman, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
601,168,577,601,601,529,529,0942 Kara Course Apt. 037,8386,CT,Jersey City,1939,2940,Apartment,2,2,"This charming 2-bedroom apartment offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy patio, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
602,327,326,602,602,357,357,09481 Margaret Manors Apt. 429,8974,NJ,Trenton,2013,2057,Condo,4,1,"This charming 4-bedroom condo offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy doorman, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
603,830,77,603,603,519,519,5400 Evan Cliff Suite 630,8488,NY,Elizabeth,1938,3059,Apartment,3,1,"This luxurious 3-bedroom apartment offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy fireplace, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
604,402,927,604,604,591,591,1178 Anna Estates Apt. 653,6101,NJ,Hartford,1970,1779,Single Family Home,4,1,"This luxurious 4-bedroom single family home offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy patio, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
605,905,681,605,605,117,117,24673 Moore Falls,10089,NJ,Syracuse,1987,3027,Condo,5,1,"This luxurious 5-bedroom condo offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy parking, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
606,112,914,606,606,924,924,31940 Lewis Burg,13667,NY,Buffalo,1984,974,Townhouse,3,3,"This charming 3-bedroom townhouse offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy parking, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
607,450,413,607,607,216,216,11382 Harris Alley Suite 029,11969,NY,Syracuse,1940,857,Apartment,2,3,"This luxurious 2-bedroom apartment offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy patio, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
608,648,501,608,608,625,625,24302 Sweeney Forge,12911,NJ,New York,1962,692,Single Family Home,3,3,"This luxurious 3-bedroom single family home offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy patio, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
609,277,285,609,609,836,836,866 Jesse Summit,12547,NY,Buffalo,1959,2813,Apartment,2,2,"This charming 2-bedroom apartment offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy fireplace, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
610,681,12,610,610,103,103,450 Ellis Drive Suite 537,6246,NY,Hartford,1952,2164,Single Family Home,2,3,"This luxurious 2-bedroom single family home offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy patio, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
611,73,606,611,611,9,9,21209 Johnson Views Apt. 407,11553,CT,Syracuse,1966,666,Condo,3,1,"This luxurious 3-bedroom condo offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy fireplace, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
612,373,578,612,612,814,814,762 Collins Isle,6242,NJ,Waterbury,1984,2651,Apartment,1,1,"This charming 1-bedroom apartment offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy pool, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
613,129,105,613,613,607,607,9856 Joseph Port,6040,NJ,Bridgeport,1904,2953,Single Family Home,4,1,"This charming 4-bedroom single family home offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy doorman, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
614,888,385,614,614,405,405,98174 Young Underpass Apt. 970,10245,NJ,Albany,1949,3289,Townhouse,1,3,"This luxurious 1-bedroom townhouse offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy parking, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
615,554,109,615,615,154,154,935 Peterson Alley Suite 374,8397,CT,Newark,1998,2498,Condo,3,3,"This charming 3-bedroom condo offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy parking, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
616,899,691,616,616,922,922,160 Patrick Fort,6103,NJ,Hartford,1931,2945,Condo,2,3,"This charming 2-bedroom condo offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy patio, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
617,33,763,617,617,168,168,618 Davis Ranch Apt. 789,11391,NY,Albany,1962,2310,Single Family Home,4,3,"This luxurious 4-bedroom single family home offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy pool, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
618,471,412,618,618,615,615,265 Shannon Radial,6343,NJ,Waterbury,1948,1182,Condo,2,2,"This charming 2-bedroom condo offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy fireplace, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
619,381,185,619,619,446,446,806 Mitchell Manor Apt. 483,10986,NJ,Syracuse,1960,1947,Townhouse,2,2,"This charming 2-bedroom townhouse offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy parking, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
620,523,80,620,620,584,584,46596 Pena Inlet,11336,NJ,New York,1954,3115,Single Family Home,2,1,"This luxurious 2-bedroom single family home offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy pool, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
621,991,876,621,621,346,346,24167 Hood Mall Apt. 993,6239,NY,Hartford,1975,689,Single Family Home,4,2,"This charming 4-bedroom single family home offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy gym, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
622,905,693,622,622,382,382,8272 Rebecca Shores Apt. 222,14377,NY,New York,1993,2784,Single Family Home,5,3,"This luxurious 5-bedroom single family home offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy parking, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
623,22,273,623,623,399,399,1853 Heather Plaza,6102,NJ,Hartford,2007,2167,Townhouse,2,1,"This charming 2-bedroom townhouse offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy patio, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
624,632,347,624,624,802,802,41980 Lang Knolls Apt. 253,12015,NY,New York,1910,3355,Condo,2,2,"This charming 2-bedroom condo offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy doorman, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
625,570,590,625,625,895,895,79288 Chris Causeway Suite 952,6246,CT,New Haven,1961,2931,Single Family Home,5,1,"This charming 5-bedroom single family home offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy patio, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
626,558,538,626,626,758,758,395 Lee Field,6027,NY,Hartford,1942,1912,Single Family Home,1,1,"This luxurious 1-bedroom single family home offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy gym, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
627,324,920,627,627,113,113,331 Nancy Overpass,8271,NJ,Newark,2004,2087,Townhouse,1,2,"This luxurious 1-bedroom townhouse offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy patio, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
628,198,317,628,628,132,132,872 Smith Fields,12828,NJ,Buffalo,1982,1428,Townhouse,5,3,"This charming 5-bedroom townhouse offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy patio, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
629,284,968,629,629,549,549,813 White Roads,8012,NJ,Jersey City,1976,2704,Single Family Home,5,2,"This charming 5-bedroom single family home offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy gym, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
630,219,404,630,630,436,436,58873 Salinas Walk,7872,NJ,Elizabeth,1915,830,Condo,2,2,"This charming 2-bedroom condo offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy patio, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
631,397,487,631,631,881,881,566 Raymond Port Apt. 892,6354,CT,Hartford,1996,668,Apartment,3,3,"This luxurious 3-bedroom apartment offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy doorman, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
632,321,578,632,632,459,459,1519 Michael Rest,12451,CT,New York,1994,1656,Single Family Home,5,3,"This luxurious 5-bedroom single family home offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy patio, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
633,4,108,633,633,543,543,314 Harmon Ranch Suite 976,11751,NJ,New York,1921,1015,Townhouse,5,2,"This charming 5-bedroom townhouse offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy fireplace, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
634,958,447,634,634,280,280,211 Ellis Causeway Apt. 257,8455,NJ,Newark,1918,993,Single Family Home,2,1,"This charming 2-bedroom single family home offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy gym, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
635,428,169,635,635,531,531,9212 Fields Corner,8080,NJ,Jersey City,1954,1542,Condo,2,2,"This luxurious 2-bedroom condo offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy gym, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
636,609,325,636,636,460,460,77047 Patel Union,12078,NJ,Buffalo,1904,2489,Townhouse,1,1,"This charming 1-bedroom townhouse offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy gym, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
637,553,144,637,637,284,284,4984 Jennifer Harbors Suite 038,14118,NJ,New York,1961,721,Apartment,5,2,"This charming 5-bedroom apartment offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy fireplace, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
638,21,22,638,638,744,744,64460 Conway Pines Suite 534,6294,CT,Hartford,1925,680,Apartment,5,3,"This charming 5-bedroom apartment offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy pool, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
639,783,276,639,639,602,602,49827 George Overpass,10817,CT,Buffalo,1902,3244,Apartment,4,3,"This charming 4-bedroom apartment offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy fireplace, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
640,537,669,640,640,70,70,823 Paul Rapids Apt. 181,6128,NJ,Stamford,1919,510,Apartment,4,3,"This charming 4-bedroom apartment offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy doorman, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
641,836,738,641,641,273,273,19047 Michael Ford Apt. 215,6016,NY,Waterbury,2001,2842,Townhouse,2,2,"This charming 2-bedroom townhouse offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy gym, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
642,289,651,642,642,434,434,700 Weiss Walk Apt. 813,13412,NY,New York,1941,749,Townhouse,4,1,"This luxurious 4-bedroom townhouse offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy doorman, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
643,330,25,643,643,73,73,8097 Pratt Divide Apt. 577,6120,NY,Bridgeport,1909,2034,Single Family Home,2,2,"This luxurious 2-bedroom single family home offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy parking, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
644,327,154,644,644,435,435,514 Carla Station,11053,CT,New York,1958,813,Condo,4,2,"This luxurious 4-bedroom condo offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy fireplace, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
645,68,182,645,645,422,422,372 Jerry Road,10795,NY,Rochester,2005,3364,Single Family Home,5,3,"This luxurious 5-bedroom single family home offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy pool, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
646,827,520,646,646,862,862,5404 Chan Spring Apt. 138,6160,NY,Waterbury,1980,3498,Townhouse,5,3,"This charming 5-bedroom townhouse offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy fireplace, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
647,413,405,647,647,894,894,601 Elizabeth Trail,7304,CT,Paterson,1976,1950,Condo,1,1,"This luxurious 1-bedroom condo offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy fireplace, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
648,516,868,648,648,604,604,8045 Amy Prairie,7018,NJ,Newark,1951,2997,Apartment,5,2,"This charming 5-bedroom apartment offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy gym, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
649,464,216,649,649,892,892,113 James Orchard,6006,CT,Stamford,1921,3479,Single Family Home,4,1,"This luxurious 4-bedroom single family home offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy gym, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
650,225,703,650,650,464,464,305 Reese Walk Suite 051,6111,NY,Stamford,1987,3333,Single Family Home,4,3,"This charming 4-bedroom single family home offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy doorman, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
651,423,447,651,651,246,246,7614 Patrick Courts Suite 481,7664,NJ,Paterson,1928,2577,Townhouse,5,2,"This charming 5-bedroom townhouse offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy parking, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
652,621,975,652,652,47,47,57620 Arnold Course,6363,CT,Bridgeport,2021,788,Condo,5,2,"This charming 5-bedroom condo offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy doorman, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
653,861,144,653,653,145,145,781 Rodriguez Fork,6033,NJ,New Haven,1986,2496,Condo,1,1,"This luxurious 1-bedroom condo offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy gym, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
654,755,645,654,654,355,355,09027 Tina Ramp Suite 493,11718,NJ,Rochester,2020,2190,Apartment,4,2,"This charming 4-bedroom apartment offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy parking, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
655,710,364,655,655,775,775,8925 Morrison Dam Apt. 384,7855,CT,Trenton,1993,2225,Condo,2,1,"This charming 2-bedroom condo offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy pool, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
656,2,613,656,656,580,580,309 Arias Mountain,6217,NY,Waterbury,1978,2557,Single Family Home,2,2,"This charming 2-bedroom single family home offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy patio, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
657,146,223,657,657,912,912,21088 Morgan Rest Suite 051,10807,CT,Buffalo,1956,2965,Single Family Home,3,2,"This charming 3-bedroom single family home offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy gym, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
658,191,97,658,658,910,910,7996 Christensen Ford Apt. 670,8731,CT,Jersey City,1900,1846,Condo,2,2,"This charming 2-bedroom condo offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy doorman, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
659,432,872,659,659,825,825,4977 Walsh Knolls Apt. 035,8099,NJ,Elizabeth,1911,974,Condo,4,2,"This charming 4-bedroom condo offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy parking, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
660,265,491,660,660,369,369,3582 Christina Burg Apt. 735,8859,NY,Paterson,1955,1262,Condo,3,1,"This charming 3-bedroom condo offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy parking, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
661,330,598,661,661,992,992,4003 Anthony Stravenue,14705,CT,Rochester,1901,696,Single Family Home,4,2,"This charming 4-bedroom single family home offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy pool, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
662,437,628,662,662,29,29,14902 Gardner Locks,14869,NJ,Rochester,1977,1733,Apartment,4,3,"This charming 4-bedroom apartment offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy gym, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
663,910,898,663,663,353,353,334 Amanda Mount,11908,NY,Syracuse,1913,1638,Single Family Home,1,1,"This charming 1-bedroom single family home offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy doorman, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
664,881,691,664,664,865,865,33330 Brittany Coves,7585,NY,Paterson,1919,3395,Townhouse,4,2,"This luxurious 4-bedroom townhouse offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy pool, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
665,554,24,665,665,14,14,014 Steven Mews,8281,NJ,Elizabeth,1910,954,Apartment,2,3,"This luxurious 2-bedroom apartment offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy patio, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
666,25,65,666,666,401,401,97974 Brock Pass,7076,NY,Newark,1941,871,Apartment,3,2,"This charming 3-bedroom apartment offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy gym, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
667,576,271,667,667,321,321,385 Shannon Forest,6167,NJ,Hartford,1995,2817,Single Family Home,4,1,"This charming 4-bedroom single family home offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy doorman, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
668,965,476,668,668,238,238,743 Katelyn Trace Apt. 281,10246,NJ,Albany,1900,1857,Townhouse,2,1,"This charming 2-bedroom townhouse offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy pool, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
669,72,501,669,669,670,670,6019 Moore Heights,7659,NJ,Newark,1903,2727,Condo,3,2,"This luxurious 3-bedroom condo offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy doorman, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
670,70,206,670,670,241,241,0097 Pratt Stream Apt. 289,7534,NY,Jersey City,1955,632,Single Family Home,1,3,"This charming 1-bedroom single family home offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy patio, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
671,616,294,671,671,254,254,031 Brian Mountain,13373,CT,Rochester,1903,989,Condo,1,1,"This luxurious 1-bedroom condo offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy gym, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
672,661,565,672,672,989,989,6020 Graham Cliffs,6067,CT,Stamford,1983,738,Apartment,2,1,"This luxurious 2-bedroom apartment offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy gym, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
673,836,355,673,673,807,807,0956 Farmer Drives Suite 717,8938,CT,Jersey City,2007,2401,Condo,5,3,"This luxurious 5-bedroom condo offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy patio, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
